resume_text,quality
"Experienced professional with skills in PyTorch, Deep Learning, Docker, Cloud, Machine Learning and over 7 years of experience.",2
"Graduate with knowledge of C, HTML, JavaScript, Communication seeking entry level opportunity.",1
"Graduate with knowledge of HTML, CSS, Excel, JavaScript seeking entry level opportunity.",1
"Experienced professional with skills in Cloud, TensorFlow, Machine Learning, Deep Learning, NLP and over 10 years of experience.",2
"Graduate with knowledge of C, JavaScript, C++, Communication seeking entry level opportunity.",1
"Graduate with knowledge of C++, Excel, HTML, Communication seeking entry level opportunity.",1
"Graduate with knowledge of C, JavaScript, Java, Communication seeking entry level opportunity.",1
Basic computer knowledge with no significant technical experience.,0
"Graduate with knowledge of C, Basic Python, Java, C++ seeking entry level opportunity.",1
Looking for job opportunity with no significant technical experience.,0
Interested in IT field with no significant technical experience.,0
"Experienced professional with skills in Machine Learning, PyTorch, SQL, Deep Learning, Docker and over 3 years of experience.",2
"Experienced professional with skills in Python, SQL, Data Analysis, Docker, NLP and over 9 years of experience.",2
"Graduate with knowledge of HTML, JavaScript, C, Excel seeking entry level opportunity.",1
"Experienced professional with skills in Deep Learning, SQL, Docker, TensorFlow, NLP and over 9 years of experience.",2
"Graduate with knowledge of Communication, Basic Python, Excel, C++ seeking entry level opportunity.",1
"Experienced professional with skills in NLP, TensorFlow, Python, Deep Learning, PyTorch and over 8 years of experience.",2
"Experienced professional with skills in NLP, SQL, TensorFlow, Data Analysis, Docker and over 10 years of experience.",2
"Experienced professional with skills in Deep Learning, Data Analysis, SQL, TensorFlow, Docker and over 10 years of experience.",2
Basic computer knowledge with no significant technical experience.,0
"Graduate with knowledge of Excel, Communication, JavaScript, HTML seeking entry level opportunity.",1
"Graduate with knowledge of Excel, Communication, Java, HTML seeking entry level opportunity.",1
"Graduate with knowledge of Basic Python, CSS, Communication, JavaScript seeking entry level opportunity.",1
"Graduate with knowledge of Excel, CSS, C++, HTML seeking entry level opportunity.",1
"Graduate with knowledge of Communication, Excel, CSS, JavaScript seeking entry level opportunity.",1
"Experienced professional with skills in SQL, Docker, PyTorch, Deep Learning, TensorFlow and over 9 years of experience.",2
"Graduate with knowledge of HTML, C, Communication, JavaScript seeking entry level opportunity.",1
Basic computer knowledge with no significant technical experience.,0
Fresher with no significant technical experience.,0
Fresher with no significant technical experience.,0
Interested in IT field with no significant technical experience.,0
Interested in IT field with no significant technical experience.,0
Looking for job opportunity with no significant technical experience.,0
"Experienced professional with skills in Machine Learning, Deep Learning, Cloud, PyTorch, Python and over 6 years of experience.",2
Interested in IT field with no significant technical experience.,0
"Experienced professional with skills in PyTorch, Machine Learning, TensorFlow, Data Analysis, Deep Learning and over 8 years of experience.",2
Fresher with no significant technical experience.,0
"Graduate with knowledge of Excel, JavaScript, CSS, C++ seeking entry level opportunity.",1
"Experienced professional with skills in Python, Machine Learning, NLP, SQL, TensorFlow and over 10 years of experience.",2
Interested in IT field with no significant technical experience.,0
"Graduate with knowledge of C, JavaScript, CSS, Java seeking entry level opportunity.",1
Basic computer knowledge with no significant technical experience.,0
"Graduate with knowledge of Java, C, Communication, C++ seeking entry level opportunity.",1
Fresher with no significant technical experience.,0
"Experienced professional with skills in PyTorch, NLP, Data Analysis, Python, Deep Learning and over 7 years of experience.",2
"Graduate with knowledge of Basic Python, C++, HTML, Java seeking entry level opportunity.",1
Interested in IT field with no significant technical experience.,0
"Experienced professional with skills in PyTorch, Deep Learning, Python, Cloud, TensorFlow and over 3 years of experience.",2
Basic computer knowledge with no significant technical experience.,0
"Experienced professional with skills in Deep Learning, Python, Machine Learning, NLP, SQL and over 9 years of experience.",2
"Graduate with knowledge of CSS, C++, JavaScript, Basic Python seeking entry level opportunity.",1
"Graduate with knowledge of Basic Python, Communication, Excel, CSS seeking entry level opportunity.",1
"Experienced professional with skills in Deep Learning, Docker, Machine Learning, TensorFlow, Cloud and over 7 years of experience.",2
"Graduate with knowledge of Basic Python, CSS, Communication, HTML seeking entry level opportunity.",1
"Graduate with knowledge of Communication, HTML, JavaScript, Excel seeking entry level opportunity.",1
Looking for job opportunity with no significant technical experience.,0
Fresher with no significant technical experience.,0
"Graduate with knowledge of Basic Python, C++, Excel, Java seeking entry level opportunity.",1
"Experienced professional with skills in Data Analysis, SQL, Machine Learning, Python, PyTorch and over 7 years of experience.",2
"Experienced professional with skills in NLP, Deep Learning, PyTorch, Docker, Python and over 3 years of experience.",2
"Graduate with knowledge of C++, Basic Python, Excel, CSS seeking entry level opportunity.",1
"Graduate with knowledge of CSS, Basic Python, Communication, Java seeking entry level opportunity.",1
"Graduate with knowledge of CSS, HTML, Excel, C seeking entry level opportunity.",1
"Graduate with knowledge of Java, JavaScript, CSS, Excel seeking entry level opportunity.",1
"Experienced professional with skills in TensorFlow, Docker, PyTorch, SQL, Cloud and over 7 years of experience.",2
"Experienced professional with skills in Data Analysis, Cloud, SQL, Deep Learning, Docker and over 6 years of experience.",2
Fresher with no significant technical experience.,0
"Experienced professional with skills in Data Analysis, SQL, Machine Learning, PyTorch, NLP and over 3 years of experience.",2
"Experienced professional with skills in Data Analysis, Machine Learning, Cloud, TensorFlow, PyTorch and over 8 years of experience.",2
"Experienced professional with skills in Deep Learning, TensorFlow, Docker, SQL, Machine Learning and over 9 years of experience.",2
"Graduate with knowledge of Excel, C++, C, Java seeking entry level opportunity.",1
"Graduate with knowledge of HTML, CSS, Excel, JavaScript seeking entry level opportunity.",1
"Graduate with knowledge of JavaScript, CSS, Excel, HTML seeking entry level opportunity.",1
Interested in IT field with no significant technical experience.,0
Looking for job opportunity with no significant technical experience.,0
"Graduate with knowledge of C++, Communication, CSS, JavaScript seeking entry level opportunity.",1
Looking for job opportunity with no significant technical experience.,0
Fresher with no significant technical experience.,0
"Graduate with knowledge of HTML, Communication, C, Excel seeking entry level opportunity.",1
"Graduate with knowledge of JavaScript, HTML, Excel, CSS seeking entry level opportunity.",1
"Graduate with knowledge of C++, HTML, C, JavaScript seeking entry level opportunity.",1
"Experienced professional with skills in NLP, Docker, PyTorch, Deep Learning, Cloud and over 3 years of experience.",2
Interested in IT field with no significant technical experience.,0
"Graduate with knowledge of C, C++, Java, HTML seeking entry level opportunity.",1
"Graduate with knowledge of Communication, Java, Basic Python, JavaScript seeking entry level opportunity.",1
Interested in IT field with no significant technical experience.,0
"Graduate with knowledge of JavaScript, Java, CSS, C++ seeking entry level opportunity.",1
"Graduate with knowledge of Java, Excel, CSS, JavaScript seeking entry level opportunity.",1
"Experienced professional with skills in Cloud, Data Analysis, PyTorch, Deep Learning, Docker and over 10 years of experience.",2
